,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,y
1314,-11.4139967,1.27270079,2.39528823,-9.8791914,-0.19184089,1.94582844,5.23915482,-6.77945518,-0.88765621,-3.33739352,-2.47210979,-2.02493739,-4.32442522,1.77573192,-2.08291245,-1.05830169,-1.24819469,0.83814526,2.03546953,-2.48656559,-5.70397663,2.17846203,2.69802737,1.51362324,-1.19033134,0.45251691,-1.24634933,-1.52993512,0.82447648,-1.62418318,-1.41345179,2.43114471,1.3090241,1.81398582,1.04436231,-1.17269361,0.76131701,-0.53626031,0.56644547,0.12835282,0.51763546,-0.03438742,2.50608516,-1.53193116,-0.48757732,0.95781338,-0.34491152,-1.38844752,0.7371707,-1.60109425,0.79216987,-0.46430421,0.40376973,-0.41096127,-2.41543293,-0.69847596,-0.14740682,0.97458792,-0.9284811,0.53220761,-0.45144743,-0.52541655,0.24796629,-0.73352814,7
654,-2.20789337,-0.96045852,5.75141764,15.57508755,4.63983822,-1.88048768,-0.82667255,-3.31578279,-0.80310726,2.29139662,2.9384706,3.91716981,3.22339654,0.10837345,-3.95575523,1.86355996,0.4116416,1.29114699,-2.06133962,-0.0524137,1.9791553,1.77003217,3.05341554,1.11385393,-3.45503855,1.07721567,-0.01249415,2.03669572,0.35259557,-1.10707748,-1.02274001,1.08067417,0.54618013,-1.16417885,-1.15547442,-0.59623373,1.3112061,-1.16927338,-1.22143304,-0.95373136,0.02665687,-0.18433635,0.35998869,-1.7659483,0.9335503,-0.21742682,1.34409404,-0.35911632,0.35673028,-1.18724656,1.09227526,0.21567714,-1.00958014,0.39448094,1.21221507,1.03290725,-0.03222823,-0.83043075,-0.30174407,-0.61167639,0.25027895,-0.22858061,-0.91908938,-0.50995964,4
1766,-5.98060894,-1.65664446,2.47742701,2.71943879,4.80987024,1.03522432,-8.71911144,-3.51017737,0.52616978,-9.45806408,-0.35721421,-3.91548562,0.68208152,-1.14846563,-1.81946802,0.7502135,1.23687887,1.91709566,-1.10717893,1.97332859,-5.09399748,-2.0845437,-0.65868056,0.87294912,-0.49428526,-1.20773566,1.5356555,-0.59177732,2.09034896,0.50355959,1.35688579,-2.37244916,2.4432168,1.41373408,0.32288903,-2.51242757,-2.92511058,1.75416565,1.42154968,-0.96789944,-1.78145552,0.36343169,0.33599398,0.97527605,0.90920007,0.87861407,-0.43770629,-0.94014812,-2.36983848,1.93146694,-2.15704107,0.64168596,0.66770208,0.94366169,1.15426493,0.22600412,-0.14157796,-1.71241772,-1.17393947,2.58412218,0.11553816,0.65645391,-1.0972681,1.61177146,9
1989,11.16542816,-7.14657784,2.71581507,-3.32504773,3.85704756,0.16026056,-5.80094719,0.82104206,-8.3630085,-1.40145445,2.2114501,2.76084614,2.55259466,3.42732906,1.03233695,2.31068563,0.55832434,0.9768455,-1.49879885,-0.39588141,-0.64687139,0.05791116,-1.14146519,-1.78056216,1.94037116,1.11033821,-0.4529849,0.72471845,0.90508127,-0.56697297,-2.49053621,-0.62827706,0.48277211,-1.38693929,0.70558953,-1.98917258,0.24945664,0.87352026,-0.40424573,3.91109204,0.98094058,1.11155808,-1.376737,-0.09248288,1.27473772,0.10974178,-1.23506081,-0.79469371,-0.27924573,0.45802009,0.28120995,0.12969556,-0.22967696,-0.62643719,0.51431048,-0.6122129,-0.19048786,0.87110353,0.48102909,-0.58996594,0.64730549,0.51072258,-0.28631902,-1.84030282,10
911,-3.77862501,2.86608315,-9.84927654,3.77178454,3.83289719,2.18881512,3.10058022,-6.21413231,9.22087669,0.60080874,-1.49958467,6.11499071,7.21544647,-2.19401622,-5.3074007,2.52649021,-3.42714095,0.64074838,-0.55078667,-0.80556941,0.67671913,2.914433,-2.15110326,3.16613817,-0.25315863,0.79663301,1.70601094,1.70136738,-5.38979006,0.23882997,1.48551667,-2.74786735,-0.83069557,-0.31728989,-2.97688365,-1.74767792,0.7948823,1.17127466,-2.10815048,1.44241726,-0.55692083,-0.28397948,-1.72603667,-1.43128717,1.16983402,-0.50075912,0.40667653,0.5234406,1.87542439,-0.35858312,0.22293071,-0.78594828,0.93980265,0.75700307,0.24573803,-0.41826347,0.74213099,-0.45470113,-0.50334859,-0.36379468,1.5797838,0.24597168,-0.7056123,0.67421871,5
1005,-8.71167278,-1.71501839,0.96511948,2.45642447,7.12865925,-0.66768312,0.26537704,-0.76644957,-6.64677572,-1.14335322,6.13532448,5.25384331,-0.73900127,3.59883356,-0.56041288,-2.7770915,-0.50523663,0.93459165,-4.18238163,2.55682516,-1.70690942,1.7651372,6.05196619,1.40422392,-4.05182171,-3.1168437,0.15908444,-1.74629223,0.61346006,1.64191735,-2.73572159,1.28665471,-1.15860975,2.15205503,3.1763041,-0.46060529,-0.11428452,-0.53803033,0.85824716,-0.86380398,0.32575977,3.06194663,1.38346279,0.44125664,-2.21008301,-0.11383025,1.27670145,-1.25877023,2.65052724,-0.46902546,-0.15853177,1.08639491,0.99613523,1.21772587,-0.42311066,0.52328002,0.89655709,-1.13082039,-0.49666876,-1.22023571,0.42096055,0.30833536,0.6086272,-1.37814379,6
1838,-3.16986728,-3.46376991,6.8793354,4.99703646,12.66413498,1.00198245,0.88195968,2.79898596,-7.33583975,-1.79708636,-1.68697786,3.13613296,-1.3197279,4.18682814,2.13919973,1.56536961,2.92405295,0.32953942,-2.66060662,-2.7986927,-1.49279594,-0.42124468,1.86187601,-0.88649392,1.05511618,-1.20840037,2.04957533,1.65719962,1.72184038,-0.65232152,-0.97141802,-0.07439351,-1.63312745,-1.46834946,-0.29602695,-1.40633857,0.79175043,0.86990315,-1.63847888,0.96543753,-1.2063787,-1.12454987,-2.33881807,-0.97761005,1.87159133,1.6554141,1.45272684,-0.58494973,0.41232979,-0.30798107,-1.06473541,-1.33462656,1.13509238,-1.24635386,0.14091587,0.71182406,-0.67171431,-1.28649521,2.63396335,0.86906731,-0.99943358,0.43667614,-0.20489967,0.69858235,10
1097,3.37593651,3.50134754,0.48323935,0.20570615,-1.43408656,-6.32581234,3.22216344,-7.64225864,-3.2306571,-0.7788744,2.81676483,-2.27757335,2.25944662,-9.7732439,2.11294317,-2.19400501,0.43379831,-1.32737219,-2.26183629,-1.2360996,2.40982914,-2.93888211,2.02235675,-1.10220206,-3.95612192,-2.25739813,-3.77032995,0.58026028,0.77204323,0.9454267,-1.7769047,3.55730152,-0.6550684,1.63645566,2.96912265,-0.64202929,1.21023846,3.22283387,1.47963345,-1.55069554,-2.30210114,-0.42085177,-1.71553636,1.71878588,-0.40704679,-1.66190267,0.433846,-2.13927913,-1.1330117,-0.27021331,-1.30182624,2.13139248,1.09905243,0.26347792,0.77745205,-0.1899035,0.11728263,-1.14481699,-0.41376552,1.74401248,-0.14384258,-0.68340081,0.03641093,-0.17080995,6
253,-3.7322464,3.68273592,-4.7012682,-3.1190238,5.97708321,0.16459405,9.19701004,-0.61876595,-2.81548929,-8.08837318,2.61958981,7.49556732,-1.73073244,1.05839515,3.43658781,-3.04566813,3.55598474,6.61496162,-0.43414554,-3.85849667,-0.38482267,-1.87708259,-0.6252327,-1.39772439,-0.41154516,-4.87612152,-1.90650594,0.4855876,-0.09780931,2.63709402,1.80259919,0.86816216,-0.72214621,-2.18197942,-0.10168386,3.43813825,1.00120282,2.09848452,-0.51325262,0.81652832,-1.53100264,0.57356387,-0.990152,-0.56767315,-3.32009125,-0.58337754,3.36380196,-1.22183275,3.31543565,0.73071814,0.26715773,0.68864983,-0.36906266,-0.35675132,-0.96014458,-1.15930331,0.32213712,1.05515635,-0.45999387,-0.34926242,0.36842859,0.02171528,2.13454294,0.82976282,2
1376,-14.31100082,2.23569632,-0.13431215,-2.97525859,3.95511913,-1.01229954,3.48549986,-1.52491379,-2.15182257,-9.42081738,5.13861895,-2.13762307,-1.92059588,-2.31790662,-0.86705637,2.46601343,2.55592418,1.50841999,1.68570137,-0.7844609,-5.75540113,-1.38776302,1.66825819,-0.91061366,-1.26273704,-0.87097526,0.84734416,0.95497429,2.42678165,1.94431961,-0.50050342,-0.42136645,1.05276418,-1.36154461,-0.61667824,1.14777029,-0.28345728,1.57713532,-0.71103442,1.05486178,-0.87376541,0.34919244,-0.72076726,-0.17555328,-0.34473133,-0.3587206,0.91852701,-0.15670443,-1.36783171,1.85883462,-1.52452517,0.25451642,-0.36181736,-0.95273209,0.12251693,1.0471642,-0.34295392,-2.07049561,0.30266082,0.83286536,-1.07221079,-0.86694127,0.38166487,2.21146846,7
202,5.29757977,5.29533005,1.03530562,0.4619855,4.29920721,-5.5200901,-2.22288275,1.66047609,17.04901505,-1.09275937,0.90534794,4.31828928,4.16157341,-7.73842001,2.54388475,0.55789781,2.20187163,1.22478366,5.52256584,-0.83776927,0.87308604,-4.54786205,-2.08744526,1.75160456,-0.00355625,1.40741611,0.61122954,2.34018588,2.02851963,0.14330292,0.38794065,1.5198226,3.3728416,-0.36856657,0.80289578,1.41107988,-1.07255554,1.84312034,1.43680024,0.27507758,0.14794266,-1.46400332,-0.4734686,2.60213661,-0.18807089,-0.56867069,0.35905802,-0.05401158,-0.8091976,0.03454131,-0.73889714,1.03116262,1.47202575,-0.38356566,0.25627464,0.28359962,-0.70563364,0.66625571,-0.14686266,-0.25885189,0.49214035,-1.81111717,0.01385015,0.4521077,2
1059,-7.59630013,-6.96129131,-1.24125743,4.45942974,5.30476713,0.58146179,1.85206628,1.00931931,-3.55801916,3.71878195,-0.09409952,7.2457819,-2.32504773,-0.82457423,1.17434144,-2.29272699,2.65702987,1.63264012,-4.73169518,1.91591215,0.52905768,-1.33844638,6.19105005,-0.37255597,-4.30860138,-2.50783896,1.10922837,4.10645437,1.79280043,2.69450235,-4.17232656,3.18134308,-1.41192591,-1.17155981,2.22997236,-1.28059471,-0.9898181,-0.07986158,-1.24979222,-0.31173295,-0.96398461,-3.33769321,-2.74751234,-1.88691604,-0.56579947,0.20035845,1.63646805,-1.12979198,0.67892629,-1.06184113,2.50122976,-1.80503631,1.61413908,0.33477008,-0.06284237,-1.4654572,-0.54158545,0.57088464,0.07579654,-0.89227593,-1.34230781,0.05702063,-0.08577681,-1.07396722,6
292,-3.18942475,-10.26224899,-2.06377077,12.06649971,5.84261847,3.9210217,-1.09336329,4.17499828,2.27454019,2.1032896,-3.83596802,9.39384842,1.36241925,-5.84780264,2.17410326,-0.38457251,0.0912534,3.10359931,-0.52163064,-1.90494776,3.53824759,-2.66384768,0.83820546,1.36255789,-0.28367314,-1.71997738,0.64417398,1.144243,-2.09373379,-0.41845,-0.94355237,2.72921753,1.36972153,-1.30451465,3.86734772,-0.63846242,0.40715528,-0.98141319,0.0945828,2.07929397,-0.17768896,-1.5401746,-0.00242099,0.8057065,-1.35897267,-0.74327749,1.20469415,-0.89076185,0.17977491,1.12477934,-2.07809782,0.73821461,-0.37350011,0.77220827,0.04395908,2.2909739,-0.39416289,-1.26934707,-0.19948047,-0.14304972,-0.80546165,0.03280699,0.70759964,-1.68224871,2
973,-10.65978432,10.54389763,-6.10766077,1.99036145,-4.11094618,-3.75223184,-0.34342003,-1.98729467,4.58969975,-5.08780956,0.51348948,2.93034244,2.21375084,0.57214445,1.67474723,1.77458072,-5.2901988,3.73490834,4.25083828,1.60545039,-2.84101033,1.68164062,-2.39821601,-0.18184566,0.03714216,-4.08217192,2.2822504,0.88028908,2.09583926,-0.18172175,-0.90312207,-1.03698874,0.89134026,-1.01322079,3.10552502,1.55758035,-0.64078879,-0.43431181,-0.05149639,0.54605591,0.66229916,-1.08656621,-1.08912337,-0.06819819,-2.5781002,0.81358171,-0.20020185,-1.10711884,-1.21737123,0.69664454,-1.8609345,0.68636405,0.64870226,-1.3124342,2.70870018,0.99372911,0.91967666,1.40487742,0.11786503,0.7358278,-0.32801598,0.81490141,0.85651755,0.54541236,5
1126,-2.22961736,-4.31454086,-1.64739442,-2.52494454,7.40389252,-3.05269456,-6.15868473,-4.32694721,-0.62952232,2.22505951,5.88327122,4.24201488,4.05814075,6.17616463,-1.04248285,2.03712296,-0.30341327,-4.84387589,0.35665131,1.24658918,0.87272358,-3.31073618,3.33560252,-0.34556508,-3.27692652,-3.50831413,1.11889541,0.1708833,0.07932043,-0.54284209,0.89411008,-1.78311872,1.76642692,-3.58031464,-2.92527151,-1.33596551,2.35804963,-0.83076602,-0.23647594,-0.0241805,0.04031742,3.17991686,0.10610612,-2.6462667,-0.34098065,0.81502199,0.22134505,-1.94609094,2.89887047,-2.02837324,-0.04816674,-1.57048583,0.3853898,-0.01832473,-1.33985615,0.93805969,0.65979004,-0.95225072,0.26515853,-0.10672379,0.43796241,0.00334245,0.1187343,0.15281978,6
1553,13.54521084,4.14052296,5.06483173,0.94082332,0.22069228,-1.42502928,2.3892355,-0.63999462,-0.80861044,5.81018019,-1.40834379,-0.26054215,0.47623855,-2.33314252,1.47220135,2.23167467,-1.40340078,0.14484477,2.93208933,-1.54428661,4.43721008,-1.06246614,1.38060772,0.93483043,2.99605799,1.13007534,-0.08913958,-1.9072094,0.58828473,1.3634702,-2.47916937,-0.71462774,-0.64590305,-1.41072321,-1.83012414,-1.08766603,-0.14218974,4.18266201,-1.10893548,0.33612573,-1.49147677,2.82431912,0.59273469,-2.30758524,-2.27945805,0.97390509,-0.05633833,0.48117042,2.52502823,-1.54084229,1.00822747,-0.91070747,0.97891402,0.7491926,-0.22521025,-0.5216437,1.15715909,1.49274087,-0.30047837,-0.71225214,-0.34320411,-0.61915529,1.64330447,-2.10770392,8
1183,0.43531549,-2.02885962,-1.35754824,0.59406817,4.97251987,-7.41697025,3.19109797,-5.45061398,-9.62026596,-5.93437529,0.42034149,2.65161872,-1.83074403,-3.3784132,-2.51419163,3.3745122,0.28089666,2.20579314,-1.24104941,0.52852416,1.14960706,0.50875831,2.52513266,-3.19374418,-3.12194967,-0.00673338,0.06238371,1.13156343,1.32832503,-0.41403836,-0.50075448,1.67725801,2.47814608,-1.25137115,-1.53394818,1.05052245,3.51362586,1.88958955,1.07392776,-0.4580901,-0.91888964,-1.11310506,-1.30154657,-1.02106571,-0.22729778,0.59818631,1.65638447,-2.07004857,-0.79971915,-0.88252956,0.13670211,1.80946779,-0.83817244,-0.11056817,-0.83952898,-1.81026769,-0.03756332,0.04790817,-1.12092888,-2.0307703,0.21429829,-1.14744508,-0.44801641,-0.14836207,6
1447,10.23061562,-4.37902784,2.32628226,5.38168192,-0.94855702,3.43421459,-0.86753416,-3.4854629,-2.87254715,3.14306355,-4.45366144,-2.67465711,3.18726969,-2.1624608,3.11633062,0.83149254,2.18975472,3.07450795,0.23413587,2.91127396,4.53870678,-2.10839152,2.43227482,1.18535376,-0.0335238,1.08981252,-1.62505972,-0.94761664,-0.8315897,2.09374142,-0.96905339,0.39896655,-0.86801648,-0.74398273,-0.35086918,-1.23182285,-2.16861582,1.24385214,-1.64073479,0.34735674,-0.42362982,-0.07515283,-0.81385446,-4.42320681,-0.36395085,1.63934386,0.72650576,-0.7052362,1.90095282,-1.41859412,2.33833432,-0.3169173,1.22659481,-0.6320076,1.27628469,-2.10987616,0.71388102,0.31215626,0.17163026,-0.67001832,-0.42243373,0.13258046,-0.02056432,-0.65585059,8
1132,-6.15218544,-1.0978179,-0.01800466,-1.81298876,8.36644173,-5.19270992,3.01449823,-0.11843371,-0.51791763,-9.10127163,-1.61694336,4.10833645,-3.15724087,0.72126979,-4.56128216,6.3315444,2.58751082,-0.13435978,-0.32962868,-1.86980104,1.00505674,-3.09586716,5.48565865,3.14376783,-0.5355432,-1.70379972,0.08371407,0.06168222,0.11110139,-0.14934045,1.12152839,-1.60203087,0.85801673,-0.85401946,-3.57668996,-0.72066379,2.36211324,1.77610016,-2.76764297,0.93008208,-0.93950343,0.25268459,0.88921434,0.78954077,-1.43636429,-1.85710609,0.82903755,-0.27711034,-1.30624843,0.24039578,0.29538167,0.72377861,-1.85426068,-1.82811022,-1.40736651,0.61806142,1.64490223,0.10843038,-1.47897077,-0.97330928,-0.19973078,0.37846041,-0.24586022,1.10253894,6
1150,0.99888861,-6.57407331,0.04359716,0.74512339,7.21090031,-7.83437538,-4.29733753,-1.42451406,-1.77914476,0.27301633,5.99575806,5.70801973,3.07399368,4.42964268,-1.59302902,-0.45789003,0.40538073,-2.30227518,2.34889388,1.47517705,3.89520001,-1.13674879,3.0661149,0.03128982,-2.56181145,-2.5040791,1.08854961,0.67126489,1.07603478,-1.33992577,-4.10463953,-0.57847381,1.17807376,-1.23111773,-0.51531518,0.10713062,1.86547494,1.09716177,1.92797041,-1.60791266,-0.12275982,3.0967443,1.12891662,-0.44079161,-1.74455416,1.44172585,0.44520557,-2.69140124,3.80455089,-1.38342166,0.55901474,0.25114298,0.83232939,0.97211289,-1.7052803,1.41693687,-0.29730296,1.54261053,-1.23202658,-0.0943948,0.23058014,0.78334612,1.01984072,-0.41201034,6
29,-7.98252201,-13.97709084,2.65415597,-4.37357903,0.06600451,0.20314443,-8.82406425,-7.3955574,-0.0929575,-3.07615662,1.12449813,-0.66679978,2.62533879,-0.18746245,-0.68570089,2.90989637,-2.11674809,0.78831637,0.51600254,0.11229658,0.16886745,-1.69471979,2.27175355,-2.27675605,-3.67111301,-0.48186713,0.44285285,0.28726912,0.4631176,0.03740668,-1.12308848,2.81333447,0.25826997,-0.46586615,0.34127069,-0.41824451,-1.78061295,0.84778023,0.21914375,0.11052299,-0.14734924,-0.08345254,-0.5357303,0.39176452,1.17180622,0.05299871,0.54975265,-1.17228293,-0.27996004,0.44106054,-1.69534743,0.41107389,0.19153833,-0.73540711,1.41971087,-0.66758358,-0.46418715,0.80234534,-0.2255528,-1.02471805,-0.1411487,-1.0230689,1.80486834,1.71955466,1
1519,0.20497978,-13.38647938,7.03949594,5.99074459,3.83836985,4.19676447,2.6915307,-1.20269871,-0.12529898,-2.60057139,-5.72708511,6.81076145,3.2108624,-0.23636705,1.26084995,-3.93055868,-0.34729946,2.92863464,-2.86579704,-0.01080084,1.41873968,-1.20565414,1.73679316,1.53647661,-1.32544637,-2.53593779,-0.1239379,-2.27917576,-0.30150223,1.31534445,-5.56320381,-0.17889261,3.02554822,-2.69114852,1.37353611,1.24415767,0.26851821,2.76286387,-0.60363638,0.41858262,-1.03756297,-0.27051747,-1.24186242,-1.020401,-1.41403663,-0.28741008,0.71076161,-0.33346772,2.62487245,-0.29715961,0.03603189,-0.73490548,0.5424329,1.05959964,1.50340939,1.39287376,0.81766891,-0.09285703,-0.59538019,-0.877783,-0.29486647,0.64029282,1.70513403,-2.17741752,8
1224,-12.6264677,3.12421131,0.28219655,-3.78786802,1.51982844,-0.34074485,1.69461656,-6.46690559,-0.54275131,-11.67677307,4.30147886,-0.47504401,-2.90714884,-1.75080538,-0.75439692,-0.76716161,3.92498755,1.37443638,1.15265954,0.72596955,-3.21218848,0.1963138,0.75678539,0.38675928,-1.2591188,0.7029711,1.72997987,-2.01938415,1.53937244,1.79442108,-0.77119553,0.54459,1.51823139,-0.52103716,0.37128383,-1.97675145,0.05238819,0.12755764,1.5440917,0.26873368,-1.46965623,0.73857039,-2.73455167,-0.69801885,-0.8067733,0.70503491,1.42395175,-0.75601554,-0.78488785,1.0781045,0.04288983,0.11623031,-0.51110625,-0.24192798,-0.11872596,0.29102659,0.54531312,-2.56584907,0.02286476,0.09576082,0.34128255,-0.59968758,0.11988026,0.30203271,7
1371,-9.94273853,7.01070023,-0.07462543,5.0763607,5.46037531,-0.84034324,2.01865602,-2.95641541,9.02528,-3.80324769,3.87165117,1.48111105,-0.70519686,-1.92101181,-3.5181284,6.70258141,0.56536126,-0.22393316,-1.12624073,2.51415491,-4.07029247,-1.08266234,-0.85139799,3.13177967,-0.13136476,0.29917771,2.50999928,0.44225979,-0.24580812,-2.26597738,1.67136455,0.14841866,-0.01936483,1.33943331,1.32331002,-2.21336198,-0.8814373,-0.4792437,-0.97043145,-1.91258144,-0.27511686,0.33295631,-2.07700729,3.54322481,1.32549763,0.83614784,1.29939508,1.22874534,-1.81465387,3.65208721,-0.1216362,1.61579561,-0.85775232,-0.04904485,-0.96945292,-0.18973571,0.91563725,-2.25218964,-0.89237225,-0.38538718,1.05828869,-0.05933395,-0.1111781,2.59095955,7
1976,1.83581507,-11.60541916,1.39924991,5.41038227,1.82832611,-0.83060098,-2.42141485,-4.44400406,-2.99236345,-0.76215792,1.15503323,5.55371284,3.86931872,-0.82202631,1.17688322,-4.79009151,-5.83075333,1.786093,-3.20796442,-1.41075492,4.77774239,-3.53669977,3.74121833,2.33016968,-2.05938244,-1.27124262,0.0316028,-3.82869744,-1.78128099,1.16907418,-4.13383389,0.60295558,0.17868051,1.3279115,2.94701338,0.04748967,0.04068351,2.87766504,0.62517071,1.22014678,-0.80459863,2.38286471,0.94119632,-1.67982006,-0.63571692,0.1257644,0.41375721,-0.06495309,1.11193657,-1.4220171,0.08999769,-2.30239272,1.49163914,1.30604613,-0.76193684,0.12544423,1.34538305,0.9441179,-0.66398567,-1.18623257,-0.18685803,-0.97916585,0.36939597,-0.4281331,10
1161,5.71188736,-5.64178133,1.64432096,-3.3007071,1.23789704,-1.01387501,-3.30870628,0.8651371,-6.88581896,1.93766141,7.50233316,6.15379286,6.31394625,2.29114032,-2.71090031,-0.46966672,1.41020274,0.3085264,-5.79754639,0.75314355,-0.98806405,-1.24427438,1.19094336,-0.62589812,-3.68220234,-3.01068282,0.08204889,1.97424126,-0.23937225,1.16696799,-2.56346846,1.97463608,-1.20229232,2.25703573,0.83092594,-1.08775127,2.18620038,-0.5506348,1.0072701,0.23499334,-0.34996843,-1.54175496,1.41730034,0.70610541,-0.26468134,-1.46051633,0.86480033,-3.23243451,1.49546146,-0.42194808,-1.06000638,-1.07089365,0.69227183,0.35006201,-2.31370735,-1.3189801,0.35099411,-0.30996937,-0.4159207,-1.20075321,0.30735737,2.32576418,0.33043802,-0.78456777,6
208,5.57041836,6.81715012,-6.18183184,6.40227842,4.46290159,5.62502575,-6.65384483,-1.81077933,1.21923876,-4.30183554,-0.73806357,1.66605282,2.50304341,-0.7786845,-2.11946964,4.37100887,-2.25860357,1.00320768,2.18633795,-1.5185976,1.15375495,2.85369158,0.83772719,3.87556124,-0.53652036,-1.41186917,1.17382348,-0.36695403,1.38628793,-1.38403285,0.64138877,-0.40780687,-0.33053976,-2.82905889,-2.29601574,-0.08426186,1.38642406,0.81371719,-1.10429776,0.83441913,-2.23301935,-0.03533931,1.07468283,-0.12231627,0.39654136,-0.63215166,-0.43578684,-1.15208602,-1.02743864,0.30189723,1.00327408,-1.61211395,1.68457747,1.19516444,1.08297908,0.68075323,-2.1360569,1.18650711,-0.35545599,-1.69764686,1.01111889,0.31673288,-0.15406662,0.51965094,2
1003,-6.35530329,-2.22848606,2.5801363,-2.68989611,6.62009811,-5.04416275,-0.1352253,-3.28831935,-0.76029778,-2.37645602,5.94776344,4.46667576,0.82078171,1.18999374,-4.35036373,-2.09039259,2.81895232,-1.58840871,0.37103927,5.3983531,-0.89788628,-2.08514977,3.80218863,1.80360079,-2.12901044,-3.78866768,2.56441164,-1.87875533,-2.86275673,-0.48270038,2.23044348,-0.68697596,-1.70671296,-1.11713386,-2.34841609,3.55509973,0.44176531,-0.95339435,3.02847457,-1.79510033,0.57340062,1.86204374,2.4689877,-0.52733028,-0.25902617,-1.99390256,0.6821956,-1.69777894,0.76477289,0.17903841,-0.30448318,-1.5707612,-1.02340651,-0.51701725,0.92160404,-0.26219189,-2.52507734,0.45367497,-0.31260884,-0.58980137,0.52897179,0.7666077,0.66724086,-0.0894681,6
1429,11.85186768,6.79603291,5.97639751,-3.88495827,1.14963782,-4.96253872,0.60539579,-0.14100337,-0.46769476,4.13382721,-2.12473536,2.95397162,-0.64430642,1.009799,0.35279179,1.86725914,-2.69768667,-4.4970417,1.4644928,-2.41823745,3.74799705,0.3075394,0.74684966,0.61150599,1.20572531,1.37157655,0.95914578,-1.22497892,1.06178784,-0.3262369,-2.98221588,-0.11077595,2.5790801,0.06315833,-0.14025545,-2.00901628,1.1547308,3.32721305,-0.37975705,1.67954254,-1.43831038,3.25497842,-0.21530806,-0.54094321,-0.74731541,0.67498046,1.43377912,1.87222123,1.89200258,0.79636908,-0.10125344,-0.50806391,0.74010253,2.07686043,1.04452753,0.36578286,2.06820059,-0.85822141,0.02227724,-0.7106657,0.09334598,-1.49834609,-0.63621527,-2.28554964,8
404,-4.9930048,10.56612778,8.38170528,-0.6902191,2.26160765,-4.15999985,-2.18062782,-3.12102437,3.23859024,1.41746712,-1.70188332,-1.73792386,-1.11135054,-1.08071733,6.74003601,1.11175394,0.54005575,-3.34493566,2.27080607,-0.05563807,-3.89998007,3.11238337,1.62297702,3.3922348,-1.0510993,-3.30959773,1.72381437,-1.62175512,-0.4162178,1.71913445,-2.60264587,-2.46657372,1.61766946,0.0472796,-0.57353544,-0.89516616,-1.02486968,0.17684966,0.62720144,1.79504871,0.94634509,-1.65416479,0.76510286,0.98363465,2.21972728,1.91543102,-0.73203731,-1.29462457,2.07717896,0.23962414,-1.47124064,0.39483249,-0.7856369,0.25944436,0.59766948,0.11135125,1.25985146,-0.18823977,-1.24231493,1.49992526,0.1665635,-0.91839916,0.85622323,0.87683946,3
1591,11.52355003,9.97707748,5.7400856,0.03570119,-1.71734357,-2.18300867,-0.35342836,1.29183912,6.39440155,1.12737763,2.79471827,0.22232533,0.76643634,0.73554921,-2.81916094,1.21895301,1.1283505,1.86665416,2.38353491,-4.14350414,1.53753829,2.81800628,-0.22858378,-0.75682664,0.24628001,3.61708045,1.40599525,0.39977217,-1.04901648,-0.95830661,-0.0292784,1.87507296,1.49616003,-1.03925037,-1.78807449,-1.71057379,0.90537357,-0.58496743,1.07488132,-1.06831384,1.0614748,2.09600234,1.44315886,-0.01120459,1.30199051,1.02059817,1.07771111,0.67874038,0.61001861,1.94340026,0.9687053,-1.84352565,0.12167645,1.07753229,0.10225141,1.2592299,-0.20974874,0.44305849,-0.73944557,-1.28951061,1.44613791,-0.72185743,-0.44060874,0.41228548,8
473,1.64423525,2.3535533,8.84924793,-4.58491659,3.92665672,1.45820558,-3.91624355,0.66616684,3.28814411,-0.25426528,-4.85546303,-1.40159202,-1.43464661,-0.99754649,3.68050623,-3.76542997,-0.05261683,-2.14940453,0.58447438,3.34793854,-2.35883379,-1.05959368,-2.69908309,-1.89051783,2.92700291,-2.67217922,2.70861387,-4.14491653,0.08281994,-0.78123415,-0.62757027,1.36554861,4.5211606,-1.80020761,2.55709505,3.19419217,1.26416564,-2.32885003,1.56511855,1.2782315,-1.16805089,-3.12079215,0.19552131,-1.1917274,-0.70216882,0.27863181,-0.13679416,-1.87636018,-0.01744884,-1.73992527,1.12310147,-1.25366688,1.14433312,0.71144378,-0.43859893,-2.06936884,1.58194244,1.32342792,-1.28325212,2.09269714,-0.74023336,-1.41136098,0.99558032,-1.45338762,3
